UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,processed_text
3767,48719,,16-03-2020,"My 78 year old dad went to the supermarket today...he just said

'i always put some items in the food bank but there wasn't anything left on the shelves to do it'

What a contrast to the stories of the panic buyers we've been hearing about

#coronavirus",Extremely Negative,78 year old dad went supermarket todayh said alway put item food bank wasnt anyth left shelv contrast stori panic buyer weve hear coronaviru
3768,48720,,16-03-2020,Rough weekend at Albert Heijn supermarket. To the restocking heros: 'Thank you for your service' #corona #coronavirus #covid19 #covid_19 #stayhome https://t.co/roXpx43T5H,Positive,rough weekend albert heijn supermarket restock hero thank servic corona coronaviru covid19 covid19 stayhom
3769,48721,"Montreal, Canada",16-03-2020,Coronavirus Panic: Toilet Paper Is the Peoples Vaccine https://t.co/ThPraqfBpc #toiletpaper #coronavirus #covid19 https://t.co/yjPhzUYUwF,Negative,coronaviru panic toilet paper people vaccine toiletpap coronaviru covid19
3770,48722,"Marietta, GA",16-03-2020,Due to the Corona Virus (Covid -19) we have made the decision like many other companies to close the retail store for the next two weeks. If you need to pick up your order please call the store and we can put the box https://t.co/PSQudqNbQj,Positive,due corona viru covid 19 made decis like mani compani close retail store next two week need pick order pleas call store put box
3771,48723,"West Virginia, USA",16-03-2020,"PSA: Stop panicking about COVID-19, you don't need to shelter yourselves from the outside world and stock up on toilet paper and food enough to stuff Old Faithful 10x over. If you want to go out and shop, go out and shop! If you want to go and eat, go and eat! It's not malaria!",Negative,psa stop panick covid19 dont need shelter outsid world stock toilet paper food enough stuff old faith 10x want go shop go shop want go eat go eat malaria
3772,48724,"Houston, TX",16-03-2020,When I'm stopped by George at the grocery store - Should I cough on you George.. #coronapocolypse #coronavirus #StayTheFHome #COVID?19 #COVID2019 #COVID19 #CoronaVirusUpdates #CoronavirusOutbreak #SocialDistance #SocialDistance https://t.co/jZsiy4wd49,Negative,im stop georg groceri store cough georg coronapocolyps coronaviru staythefhom covid19 covid2019 covid19 coronavirusupd coronavirusoutbreak socialdist socialdist
3773,48725,"Louisville, KY",16-03-2020,"Due to ongoing public health and safety concerns, our Goodwill donation and retail locations in Kentucky will alter store hours, beginning Wednesday, March 18.

MORE: https://t.co/AWNyAWA0FI https://t.co/jwKirN8Okv",Positive,due ongo public health safeti concern goodwil donat retail locat kentucki alter store hour begin wednesday march 18
3774,48726,Köln,16-03-2020,"Rewe Mitarbeiter: Nur eine Packung Klopapier pro Nase.

Voldemort verlässt traurig den Laden.",Neutral,rew mitarbeit nur ein packung klopapi pro nase voldemort verlässt traurig den laden
3775,48727,Living takes my breath away?,16-03-2020,The financial &amp; economic impact of COVID-19 closures and cancellations will effect every consumer and taxpayer in every state. #coronavirus,Neutral,financi amp econom impact covid19 closur cancel effect everi consum taxpay everi state coronaviru
3776,48728,Southern Maine,16-03-2020,"At the store today, cat food was in low supply. Two thoughts:
-People must have panicked when #QuarantineCats started trending 
-Despite bare shelves, people, dont resort to cat food! (Not until toilet paper is back in stock)
#Covid_19 #COVID",Extremely Negative,store today cat food low suppli two thought peopl must panick quarantinecat start trend despit bare shelv peopl dont resort cat food toilet paper back stock covid19 covid
3777,48729,"Toronto, Ontario, Canada",16-03-2020,"The GLB Retail Store / Taproom is CLOSED today

Based on the recent developments regarding COVID-19, we have reviewed our operating hours. 

Please note that this is a pro-active measure on our part

The retail store will open tomorrow March 17th at 11am. https://t.co/e4V9FgEsqa",Extremely Positive,glb retail store taproom close today base recent develop regard covid19 review oper hour pleas note proactiv measur part retail store open tomorrow march 17th 11am
3778,48730,,16-03-2020,Waiting in a line in 1 meter distance from each other to be let into the supermarket one at a time,Neutral,wait line 1 meter distanc let supermarket one time
3779,48731,,16-03-2020,In light of the ongoing and rapidly evolving Covid 19 pandemic we have made the decision to immediately close our brewery tap room Our brewery retail store will remain open regular hours and our online store is open Read more,Neutral,light ongo rapidli evolv covid 19 pandem made decis immedi close breweri tap room breweri retail store remain open regular hour onlin store open read
3780,48732,,16-03-2020,"Stuck inside?  How about getting some reading in to fill the time, and your mind?  For the #coronavirus #COVID?19 time, I've lowered all ebook prices to $0.99.  Comedy, drama, action, philosophy, romance, your choice.  https://t.co/Qd67Hf6BfZ",Positive,stuck insid get read fill time mind coronaviru covid19 time ive lower ebook price 099 comedi drama action philosophi romanc choic
3781,48733,"Kansas, USA",16-03-2020,"@GovLauraKelly PLEASE CLOSE ALL RETAIL that is not a pharmacy or a grocery store. People in Wyandotte County are not heading the warnings to STAY HOME. People like me (asthmatic) can't risk going out but my husband could bring it (Covid 19) home to me, he",Positive,govlaurakelli pleas close retail pharmaci groceri store peopl wyandott counti head warn stay home peopl like asthmat cant risk go husband could bring covid 19 home
3782,48734,"Groningen, Nederland",16-03-2020,"@writing4poker @RealKidPoker I can only wish you the best of luck. Here in the #Netherlands all nightlife, restaurants, schools and maybe much more is closed. Paid looting in the supermarket ( look at the hashtag #hamsteren) making products disappear quic",Extremely Positive,writing4pok realkidpok wish best luck netherland nightlif restaur school mayb much close paid loot supermarket look hashtag hamsteren make product disappear quic
3783,48735,Toronto,16-03-2020,"Most brands feel compelled to address COVID-19 in their consumer-facing messaging. Not all of them are doing a great job...

#COVID19 #digitalmarketing #digitaladvertising

https://t.co/fxUI2LJfNj",Extremely Positive,brand feel compel address covid19 consumerfac messag great job covid19 digitalmarket digitaladvertis
3784,48736,Texas,16-03-2020,"Amazon delivery infrastructure strained as COVID-19 outbreak sparks surge in online shopping  GeekWire
https://t.co/UCcEiOY6qK",Negative,amazon deliveri infrastructur strain covid19 outbreak spark surg onlin shop  geekwir
3785,48737,Paraparaumu Beach,16-03-2020,Just been through K?piti New World which is busy. Staff say it's been that way since the COVID-19 case in Wellington hit the news. Still food on the shelves - a few gaps like long life milk appearing - but generally still stock there and staff working hard to top up. https://t.co/xABhX0Em4Q,Positive,kpiti new world busi staff say way sinc covid19 case wellington hit news still food shelv gap like long life milk appear gener still stock staff work hard top
3786,48738,People's Republic of China,16-03-2020,"At this crucial time when non Muslims are giving charities of #Medics, We so called great #PakistaniMuslims have raised the prices of #Masks and #sanitizer to 200%. Thanks to such great #Muslims #Covid_19 @nadeemmalik",Extremely Positive,crucial time non muslim give chariti medic call great pakistanimuslim rais price mask sanit 200 thank great muslim covid19 nadeemmalik
3787,48739,"Flemington, New Jersey",16-03-2020,"We've noticed a shift in consumer #research in response to #COVID19 #CoronaVirus &amp; we have some thoughts we'd love to share on: the current state of research in the COVID-19 environment, what we've done in the past in tough research situations, &amp; how research can adapt https://t.co/qRRdXIxOiF",Extremely Positive,weve notic shift consum research respons covid19 coronaviru amp thought wed love share current state research covid19 environ weve done past tough research situat amp research adapt
3788,48740,"Manchester, England",16-03-2020,"Its funny seeing all these people fight and panic over food, the same people who discriminated over muslim refugees fleeing their war torn countries. THE AUDACITY. Wash your Ass Karen.                                #Itscoronatime #CoronaVirusOutbreak #CoronaVirus",Extremely Negative,funni see peopl fight panic food peopl discrimin muslim refuge flee war torn countri audac wash ass karen itscoronatim coronavirusoutbreak coronaviru
3789,48741,Pakistan,16-03-2020,You never eaten the pigs cat dog or food from international fast food chains and always taken Halal food then you are save from Don t panic,Neutral,never eaten pig cat dog food intern fast food chain alway taken halal food save panic
3790,48742,"California, USA",16-03-2020,"@calebmealer @thebradfordfile @realDonaldTrump Very true. China has done a great job. Of more than 80,000 people infected in China, over 67,000 have recovered according to data compiled by Johns Hopkins University. There were 40 new confirmed cases of cor",Extremely Positive,calebmeal thebradfordfil realdonaldtrump true china done great job 80000 peopl infect china 67000 recov accord data compil john hopkin univers 40 new confirm case cor
3791,48743,"Cincinnati, Ohio",16-03-2020,"Even though the Law Library is closed, ALL subscribers can access ebooks, EBSCO Legal forms, the National Consumer Law Center and research assistance remotely. Click here to find out more:

https://t.co/X6Dx5jlJeH",Positive,even though law librari close subscrib access ebook ebsco legal form nation consum law center research assist remot click find
3792,48744,Washington D.C.,16-03-2020,"With Gov Hogan's announcement that all bars, restaurants &amp; gyms to close today, tens of thousands of people are out of work, and will now fall dramatically behind on their bills. Without an IMMEDIATE STAY of all debt collections, Marylanders will suffer. https://t.co/6JKuOOjXvN",Extremely Negative,gov hogan announc bar restaur amp gym close today ten thousand peopl work fall dramat behind bill without immedi stay debt collect maryland suffer
